#"Step","Temperature (K)"
860000,297.2186602545509
880000,298.2358556828273
900000,297.5929631346144
920000,297.35440723852605
940000,296.02427249069444
960000,299.75044813694774
980000,298.15910533542535
1000000,296.5085219137872
1020000,298.49013557419454
1040000,297.4628697420348
1060000,296.4082005224213
1080000,295.8234123824115
1100000,296.99459131203537
1120000,296.5156326750842
1140000,296.61856625473735
1160000,298.08963147515425
1180000,295.6863057245197
1200000,296.7926392094848
1220000,297.66732297310807
1240000,296.85667348977825
1260000,296.6007804953166
1280000,297.3156819789931
1300000,296.0663047058638
1320000,298.99812980364885
1340000,297.10125513865574
1360000,296.20496552312284
1380000,297.6971009343819
1400000,296.21544831645576
1420000,297.36246709267516
1440000,297.6751895367814
1460000,298.70773584538114
1480000,297.9767544208207
1500000,296.16096271525794
1520000,295.704403437822
1540000,296.73127345010016
1560000,296.7994051259649
1580000,294.2527353213827
1600000,296.79091279159735
1620000,295.30992362992487
1640000,295.89585778575446
1660000,298.4030965503009
1680000,299.4964206202901
1700000,295.707098478723
1720000,298.14824831536663
1740000,296.1177518909358
1760000,297.38307798028484
1780000,295.5071077430517
1800000,299.996741008259
1820000,297.06897099757134
1840000,296.7576411832035
1860000,297.15008200351394
1880000,295.90598446556885
1900000,297.23103520813504
1920000,297.8967000970498
1940000,296.5484285699446
1960000,299.1027352975079
1980000,298.1085237058396
2000000,298.51394275813124
2020000,297.8590963376322
2040000,298.2741745308688
2060000,295.8635077870032
2080000,295.76056504601036
2100000,295.8011474334105
2120000,297.5089819655833
2140000,296.7235442875094
2160000,298.3789730033282
2180000,294.28708210686494
2200000,296.1138131057555
2220000,296.04532763496195
2240000,298.1805422892754
2260000,295.63316953682386
2280000,298.1776021628635
2300000,296.0997599637602
2320000,298.47546401008094
2340000,296.89201578175675
2360000,297.5435514627911
2380000,297.3517873493797
2400000,296.132157657554
2420000,295.9347717341596
2440000,295.5076207430174
2460000,296.9484011327206
2480000,298.5101168895153
2500000,296.5673855038501
2520000,296.3877184956885
2540000,296.3907500191393
2560000,297.4988605457512
2580000,297.4572253693532
2600000,295.44390802329065
2620000,298.33981636567836
