#"Step","Temperature (K)"
860000,296.0808752194672
880000,298.2627024646401
900000,296.99423317617953
920000,297.01666528521145
940000,298.06986374343205
960000,296.67187996705843
980000,296.92754485582964
1000000,297.0910601976241
1020000,295.21069533775307
1040000,297.1960995791966
1060000,296.4379380426137
1080000,298.4001662822153
1100000,299.9293002250258
1120000,296.8928080454765
1140000,296.4676317921808
1160000,296.7000568345081
1180000,296.5009377932425
1200000,295.4967032433449
1220000,297.00593468143074
1240000,296.7180223379604
1260000,298.7909900665759
1280000,299.16943674866707
1300000,298.4222402823089
1320000,297.18906539077597
1340000,295.4272419070682
1360000,296.2964341082963
1380000,296.95233046317685
1400000,298.25155826285595
1420000,297.6508979700783
1440000,297.2722698392498
1460000,296.9243077098521
1480000,296.82348180303995
1500000,296.64643159533097
1520000,295.5352424382655
1540000,296.3237710607454
1560000,296.08875219217134
1580000,297.8498852602547
1600000,296.8997428427799
1620000,296.56745675447416
1640000,297.96481059705235
1660000,297.3073045124588
1680000,298.1048753077755
1700000,298.2624037391085
1720000,295.54188718630894
1740000,297.6511342322052
1760000,296.4008191989825
1780000,296.46775996907
1800000,297.30242210659037
1820000,297.5918108858735
1840000,296.3554687052308
1860000,297.5171537197184
1880000,298.8517607746363
1900000,297.7958011372847
1920000,295.22068775393103
1940000,298.14707361150056
1960000,297.16632057590203
1980000,297.8100573961556
2000000,294.64040867490144
2020000,296.4879046994891
2040000,297.42789043897596
2060000,295.84265597533187
2080000,297.89499051435246
2100000,293.5555444339414
2120000,296.4716557282065
2140000,298.5276084979444
2160000,296.8146949086439
2180000,295.5625253797689
2200000,295.21511596154045
2220000,296.9269401916251
2240000,298.2759171122947
2260000,294.92273969916766
2280000,297.81577876691586
2300000,297.0440561120595
2320000,298.51363426461984
2340000,298.06348194789666
2360000,296.53917814436784
2380000,297.8619416374745
2400000,296.7766740324368
2420000,296.4432611905939
2440000,299.88293376447325
2460000,294.58259898743563
2480000,295.46991018633486
2500000,295.7740368561324
2520000,297.1033650904378
2540000,295.82852999787514
2560000,296.6937748054567
2580000,295.9624857934458
2600000,296.9108960906223
2620000,298.0749009261059
2640000,295.3924728419343
2660000,297.2436483100654
2680000,297.90075860382234
2700000,299.27777069134015
2720000,296.83732122349653
2740000,297.05383206894965
2760000,297.8410870505081
2780000,295.72542156858503
2800000,293.2126576492214
2820000,297.63385986032984
2840000,297.4242138417289
2860000,296.5932986225676
2880000,297.3065001561565
2900000,297.19164936228356
2920000,298.10013738338614
2940000,297.6509887062737
2960000,299.1804881963893
2980000,296.47420271228094
3000000,296.9978313343925
3020000,296.51441282100416
3040000,297.5543153775662
3060000,298.2776647833652
3080000,296.2229292520227
3100000,295.18700477428973
3120000,296.65537592438864
3140000,296.68487726504975
3160000,295.5976347331911
3180000,296.67072694192314
3200000,299.00829361223424
3220000,295.93302151631883
3240000,297.6179759300091
3260000,296.053648564495
3280000,299.01774829583906
3300000,298.1069823096342
3320000,293.9027625768997
3340000,297.66457165385333
3360000,296.0517508370792
3380000,296.51952560220883
3400000,297.8831345827571
3420000,298.17546926992463
3440000,295.8520437009027
3460000,297.4933758106023
3480000,297.10382306357144
3500000,297.9505868508543
3520000,295.7907597295559
3540000,297.9853554888408
3560000,298.1147585304658
3580000,296.9079671511346
3600000,297.8830698116662
3620000,297.93757951209255
3640000,296.7787627841109
3660000,294.12053344456103
3680000,297.1651187627736
3700000,297.7281992046758
3720000,295.4676936276044
3740000,295.7389149718752
3760000,295.818228452634
3780000,298.3982587466997
3800000,295.84912030090226
