#"Step","Temperature (K)"
860000,295.78999043558747
880000,295.22463718755483
900000,296.5015320148199
920000,296.9101973693765
940000,296.757723181318
960000,297.33694349789874
980000,295.8768544533993
1000000,300.15360469133327
1020000,296.1003821945149
1040000,298.39342046868495
1060000,296.39908217732153
1080000,296.66529040715903
1100000,296.37535060924665
1120000,298.3701344598558
1140000,296.2703801283598
1160000,295.8065275498933
1180000,300.4371709500623
1200000,298.00523929036035
1220000,296.75755396589074
1240000,296.91694302437
1260000,295.4339351143761
1280000,296.97878270796554
1300000,298.596428779025
1320000,296.87553158957707
1340000,297.38661443803653
1360000,295.59110533158685
1380000,297.5219057669431
1400000,296.83389880600265
1420000,295.7672399584317
1440000,300.03505037916466
1460000,298.85860064009285
1480000,298.55992060385637
1500000,297.2322370344358
1520000,295.7963003657567
1540000,297.7527321586174
1560000,295.8031086988646
1580000,296.52167886173703
1600000,296.5471143635259
1620000,297.91114770375503
1640000,297.19260256148874
1660000,295.43378920767344
1680000,295.99697088427865
1700000,298.5152853657324
1720000,294.86866987076235
1740000,296.54971693293965
1760000,295.67323762366954
1780000,296.93129942206394
1800000,297.3375185701877
1820000,298.6519234423438
1840000,296.39180093221574
1860000,298.426898975076
1880000,298.7767957151905
1900000,298.7992308408809
1920000,298.4280362402958
1940000,295.45531285019496
1960000,294.9330910197822
1980000,297.8703006562826
2000000,297.09541185048073
2020000,296.6321379731188
2040000,295.72741427388274
2060000,297.1095052005729
2080000,296.0213360527663
2100000,296.7091924705483
2120000,295.03794869473444
2140000,297.76770943317695
2160000,296.8273804012825
2180000,296.8597707871953
2200000,294.88157923571293
2220000,297.58716762613506
2240000,297.0452364260315
2260000,296.2583866200485
2280000,296.2169340651111
2300000,295.2315830395995
2320000,296.6641273165952
2340000,296.78917872867487
2360000,298.0708352199044
2380000,296.0822498991351
2400000,294.4713127684652
2420000,296.9099708668796
2440000,299.47077725493585
2460000,297.36843124161555
2480000,296.1801640418642
2500000,295.6924182813519
2520000,296.73531823839767
2540000,297.73028700387033
2560000,296.66530115203255
2580000,297.13388705673356
2600000,296.90574273012743
2620000,298.6373258298312
2640000,296.69868002955366
2660000,296.7774767230998
2680000,298.31205184432497
2700000,295.51452173322366
2720000,296.07754157600357
2740000,296.42688377917426
2760000,296.9115464699732
2780000,297.2376451839914
2800000,298.42495955896777
2820000,297.5682870686734
2840000,296.2197479445492
2860000,297.7325291763725
2880000,297.6759510882394
2900000,297.2014396832278
2920000,298.68341275340015
2940000,299.12277301210656
2960000,295.7589590831339
2980000,297.26084737179934
3000000,299.1042799079194
3020000,297.23121061157576
3040000,295.53224447444273
3060000,297.44061653456345
3080000,297.4677974188563
3100000,299.0883806740866
3120000,294.75630955850875
3140000,295.9676558648111
3160000,296.43203250780374
3180000,298.2140772252689
3200000,295.92160775774033
3220000,297.83215972770597
3240000,300.78008966004967
3260000,297.31022050974883
3280000,297.55770567521375
3300000,296.68937739327663
3320000,297.5326123673746
3340000,295.5322914570265
3360000,297.60611183500276
3380000,298.18718319045036
3400000,295.8006561514397
3420000,296.16236410040807
3440000,295.0717574561811
3460000,296.2139957563008
3480000,297.1772459169498
3500000,296.296061299691
3520000,298.5161760434656
3540000,297.200021935932
3560000,296.15804009689066
3580000,297.3524642754614
3600000,297.9427309031828
3620000,298.2985172603601
3640000,297.5246433321313
3660000,296.9632264113231
3680000,297.35661572959503
3700000,296.65418940686845
3720000,298.9572841144284
3740000,297.90547617945776
3760000,295.90759491833893
3780000,298.51075281238
3800000,299.13011689702375
3820000,297.96183034290584
3840000,298.56914442242436
3860000,296.26219310227356
3880000,296.1325533944377
3900000,298.4155097658322
3920000,297.0345541808841
3940000,299.2531326570258
3960000,297.1372273475727
3980000,298.43199913144906
4000000,297.18205347574803
4020000,297.5782532627299
4040000,295.8579499637995
4060000,296.845764431077
4080000,295.0528563303169
4100000,298.03663701519514
4120000,298.6766081238453
4140000,297.2833751420712
4160000,299.2392385989695
4180000,296.93214374541145
4200000,298.48402178055386
4220000,297.943523387994
4240000,296.69164027037095
4260000,296.30654982381304
4280000,296.056649035627
4300000,297.6857238191686
4320000,298.02760399915155
4340000,297.8255365039703
4360000,295.4932765869192
4380000,296.2569032104334
4400000,295.9604348082449
4420000,296.0810509859111
4440000,295.35993491804606
4460000,298.4335917180376
4480000,295.65039488007733
4500000,296.1751290747247
4520000,296.0709760899771
4540000,297.4492875333968
4560000,295.67442272025977
4580000,299.35684385479345
4600000,297.31540188411003
4620000,296.6625875282938
4640000,296.70508416661926
4660000,297.64232486817735
4680000,297.2230750730515
4700000,297.42402005029425
4720000,297.49021230813855
4740000,296.6567892525229
4760000,296.28442194571835
4780000,297.48121030964
4800000,299.24348766781844
4820000,298.1683346760832
4840000,298.0427911905475
4860000,297.3508160200196
4880000,296.54984392774253
4900000,296.6505616553336
4920000,298.0734556049123
4940000,296.0448417125671
4960000,295.1283327322806
4980000,297.89776863763535
5000000,297.92001305606226
5020000,298.2508093580655
5040000,297.00435822636564
5060000,298.32349330131535
5080000,295.8809880991152
5100000,299.2930208831047
5120000,297.61140946615217
5140000,296.9096262677205
5160000,297.01667379019364
5180000,295.9379057382825
5200000,297.89182676952834
5220000,296.4698514283858
5240000,296.94333393951706
5260000,296.5974244577156
5280000,299.3928518606707
5300000,295.97336769160114
5320000,297.1320988145771
5340000,298.1083807812408
5360000,297.3288031411241
5380000,296.6107609132468
5400000,296.59190233408737
5420000,295.9862471170557
5440000,295.33322530330366
5460000,298.8505343955631
5480000,297.6822177173628
5500000,298.48451223543447
5520000,296.33944503584166
5540000,294.4211318917316
5560000,296.1238350935338
5580000,297.4962602662952
5600000,297.14416217381034
5620000,295.66283991903134
5640000,297.4121212138769
5660000,298.7683505090632
5680000,296.62914919478084
5700000,297.88613066999375
5720000,297.1901219931703
5740000,295.3226242386974
5760000,296.06440081712066
5780000,296.7789215030881
5800000,297.75300311145554
5820000,296.9355719246003
5840000,295.7152261366808
5860000,297.49360949350137
5880000,298.4657764451794
5900000,297.41260746237884
5920000,297.4138817184802
5940000,296.91226241646797
5960000,297.600957433684
5980000,295.04211797366173
6000000,296.6080221153068
6020000,295.9179303151807
6040000,298.03152798031897
6060000,299.0817128438101
6080000,297.2262124934735
6100000,293.8622259822335
6120000,296.899666290879
6140000,297.38832894053996
6160000,297.44556868189795
6180000,296.9363835323728
6200000,296.04217941771446
6220000,296.15147287049376
6240000,298.30533790865394
6260000,298.6896964274153
6280000,297.1751993543611
6300000,297.2010764392277
6320000,298.50179084799055
6340000,298.56852767769817
6360000,295.32693415711464
6380000,298.8872822460268
6400000,296.24807769687567
6420000,295.3364882453273
6440000,295.4117083937272
6460000,297.08380556744527
6480000,297.19743403264295
6500000,298.2432553101816
6520000,297.49965709955296
6540000,296.4408917588237
6560000,297.448053309371
6580000,297.23048256996714
6600000,297.33707056090253
6620000,296.85116582701164
6640000,296.8976330217229
6660000,297.7363706104023
6680000,296.91061400671873
6700000,296.872962367315
6720000,296.302977468895
6740000,296.88430399710586
6760000,296.6672003914158
6780000,295.6720532319656
6800000,296.71576974094165
6820000,295.545647635335
6840000,295.8296062015214
6860000,299.0167273260018
6880000,297.3508385601076
6900000,298.5867024226055
6920000,296.26447783366933
6940000,295.1087924460053
6960000,297.3130938829452
6980000,297.16164887983916
7000000,298.21918139367637
7020000,297.49623683751975
7040000,297.76884697718504
7060000,298.85461734274435
7080000,299.012984274135
7100000,295.1251521596563
7120000,296.03898201189327
7140000,298.2394495855761
7160000,296.1931949163966
7180000,296.71916737772665
7200000,296.7429535977449
7220000,298.28524920839476
7240000,295.6878227920086
7260000,298.2948444703347
7280000,298.0223373601919
7300000,297.93006103128135
7320000,296.41176096167715
7340000,297.350659550754
7360000,297.29042822201797
7380000,295.25044837190853
7400000,295.5448220785551
7420000,296.92108612316093
7440000,296.68329548358935
7460000,297.69952065748055
7480000,296.4150541954212
7500000,298.834595689823
7520000,293.66430941038897
7540000,298.4279210536234
7560000,295.19361557132277
7580000,297.8304122810221
7600000,298.1858296046742
7620000,298.15152868807354
7640000,298.3733806014583
7660000,296.7023017138996
7680000,296.99975690912277
7700000,297.10223005605303
7720000,296.92457845842387
7740000,296.3761929054899
7760000,296.6249614118591
7780000,296.40017795214067
7800000,296.33352857251947
7820000,297.9746774177145
7840000,294.72294071273626
7860000,297.72915795617394
7880000,295.2563725631497
7900000,296.24964999506483
7920000,298.3272405839297
7940000,297.7293594150701
7960000,295.4015334900726
7980000,295.8128923278298
8000000,298.4326560793087
8020000,296.9176587448285
8040000,296.14035538652314
8060000,297.5147298390543
8080000,297.2734175476858
8100000,295.32079136263513
8120000,295.1746088365339
8140000,299.3373442361764
8160000,296.4383611565539
8180000,298.02969461376097
8200000,295.0443724786935
8220000,295.5826129401509
8240000,295.9988942954072
8260000,297.7405587396562
8280000,297.94053298735696
8300000,296.2762040750149
8320000,295.7397164078288
8340000,296.01831915172266
8360000,297.7065714784127
8380000,297.5151480032786
8400000,296.47842966359224
8420000,297.4762413089925
8440000,297.26077432539915
8460000,296.3970112570747
8480000,294.82097322466217
8500000,296.7146621534533
8520000,297.3252812262047
8540000,296.55396217082097
8560000,295.99182287632595
8580000,295.9979229804063
8600000,295.32303351191706
8620000,299.24579702125374
8640000,296.6343108377145
8660000,294.0804543396306
8680000,297.7543427240084
8700000,297.3167816780119
8720000,295.7053173267559
8740000,297.2581900594647
8760000,297.4581221615953
8780000,296.45673092016267
8800000,296.6363203755376
8820000,296.11288028762624
8840000,295.150908261167
8860000,296.8396017376709
8880000,297.66793837317914
8900000,297.2456789489724
8920000,298.1296191859798
8940000,300.231338391845
8960000,297.76108558534924
8980000,297.5272295498004
9000000,297.03419499268944
9020000,294.0509198867684
9040000,296.9872425223641
9060000,297.65629833353324
9080000,297.07376262156583
9100000,297.8313196223269
9120000,295.57720388426156
9140000,297.06710451532547
9160000,295.65626420731195
9180000,298.1355511537505
9200000,296.5094960507494
9220000,298.7068075277681
9240000,297.8795689223449
9260000,296.112663895547
9280000,296.9125838663481
9300000,296.8547993927795
9320000,297.6444402594539
9340000,297.3642161308997
9360000,298.2189841488325
9380000,295.9802075907416
9400000,297.8559275259608
9420000,296.49387413078387
9440000,297.0940372148026
9460000,296.27322640271444
9480000,295.8999458981607
9500000,299.8922938078262
9520000,299.01632777801257
9540000,295.56152560419656
9560000,294.74229064074893
9580000,296.8630968373865
9600000,295.3442811422599
9620000,298.93513256171155
9640000,296.9903733647242
9660000,298.5916405803178
9680000,298.5482039024496
9700000,297.66441413679644
9720000,296.1707857141783
9740000,298.1774816979327
9760000,298.1814247527103
9780000,295.89290433788165
9800000,296.6142677127936
9820000,295.5184660356284
9840000,296.8904995039913
9860000,295.756620099963
9880000,296.9575468202834
9900000,298.03181483529033
9920000,296.28970264755355
9940000,296.12457715980986
9960000,297.0598144404715
9980000,297.14352361341275
10000000,298.071247953599
10020000,295.5636359762632
10040000,296.9636126606329
10060000,298.76653181923785
10080000,296.31821902134317
10100000,296.8127479183055
10120000,295.7229136001694
10140000,297.6377485976772
10160000,296.73534237837225
10180000,296.1228024292697
10200000,298.4214071702939
10220000,297.42747570048084
10240000,294.56896435663555
10260000,295.4345216091793
10280000,296.00954909126864
10300000,297.64421942397666
10320000,297.25649382503707
10340000,296.6635186021342
10360000,296.16712096218794
10380000,296.67261484057707
10400000,297.87900733129067
10420000,296.13400219205596
10440000,297.63617916604943
10460000,295.6588502716855
10480000,299.4437697794767
10500000,297.0518586978245
10520000,297.42664272753063
10540000,294.8481787332391
10560000,295.2267431395193
10580000,298.79028762347843
10600000,296.4994926804682
10620000,298.44903644758483
10640000,295.8024112085354
10660000,295.4405876355109
10680000,296.18450537224
10700000,297.4414236036382
10720000,297.43306654983587
10740000,294.8283169297158
10760000,297.77819979927665
10780000,297.0027286411772
10800000,297.51687948562125
10820000,296.2603244870482
10840000,295.90395729836507
10860000,295.93631223824025
10880000,295.9073093854996
10900000,296.53027792989013
10920000,300.91916030061196
10940000,295.40259322394905
10960000,299.2764284827114
10980000,296.2215922039395
11000000,296.78040935672436
11020000,296.19011454322384
11040000,296.19467919630495
11060000,299.2836290645308
11080000,296.66994325854165
11100000,296.6298686694356
#"Step","Temperature (K)"
860000,298.08105799615794
880000,295.1378294374836
900000,297.49925381498304
920000,297.3130464518096
940000,296.92077771819265
960000,297.4126122322511
980000,297.6151992035804
1000000,295.524721410411
1020000,297.7151590185799
1040000,296.7251075082479
1060000,295.0912756139938
1080000,297.4119493799
1100000,296.26595740009884
1120000,296.49634448862696
1140000,298.0091042699919
1160000,296.5048559740556
1180000,297.01521253380673
1200000,299.240771051524
1220000,297.29655751110533
1240000,298.52125056211224
1260000,296.85452152117136
1280000,297.90789353733686
1300000,296.808871675057
1320000,297.53732882950544
1340000,299.1677217399632
1360000,295.5440415653037
1380000,294.23944222301856
1400000,298.271855756847
1420000,296.7975251779027
1440000,296.89709651839405
1460000,297.0727622858044
1480000,297.8968775227658
1500000,296.86599656119114
1520000,298.65679778194624
1540000,297.9522093098291
1560000,296.26959468227267
1580000,297.16523279125636
1600000,296.1940454616924
1620000,298.0766644911774
1640000,297.37012898203295
1660000,297.46408004048135
1680000,297.55692645849365
1700000,296.0814218372348
1720000,297.9443063185074
1740000,298.2397542210734
1760000,298.3871781670308
1780000,297.41528272825616
1800000,296.82824506607716
1820000,297.4156292238649
1840000,295.1633859050332
1860000,295.8888000495618
1880000,299.98876955647586
1900000,295.7140065885907
1920000,299.64860829564367
1940000,297.28624229228063
1960000,296.6217912911817
1980000,297.87577973570023
2000000,298.44695984675116
2020000,297.7066635040536
2040000,300.1414800628744
2060000,297.3090337896512
2080000,298.04177316327605
2100000,295.4445740724824
2120000,295.8465119812778
2140000,296.9433594636776
2160000,295.8259974663107
2180000,295.8971938261499
2200000,298.23919128365344
2220000,296.0080523657783
2240000,297.59425885611864
2260000,296.999686680131
2280000,296.8248485254304
2300000,296.7625519548829
2320000,294.6537966018753
2340000,295.94558593822484
2360000,296.6951276372735
2380000,296.91805078047327
2400000,297.1283390355358
2420000,296.50825741556434
2440000,297.0013015570359
2460000,298.3277730698229
2480000,299.4290890013655
2500000,297.38998298750755
2520000,296.04515316605494
2540000,298.95417563704575
2560000,296.526017428888
2580000,296.5522184032363
