#"Step","Temperature (K)"
860000,297.9518935834792
880000,297.8080839794221
900000,297.19948583358774
920000,298.5234647723567
940000,299.4764965728893
960000,298.48098406104543
980000,295.4343429865136
1000000,298.25083519146153
1020000,295.75622267414894
1040000,297.2005836026697
1060000,297.0915812347724
1080000,297.3361250132135
1100000,295.5165036386956
1120000,296.496307076051
1140000,295.8340625976494
1160000,296.3686929079925
1180000,295.91292533478133
1200000,296.4774042276688
1220000,294.6948319503806
1240000,298.5390367278035
1260000,298.5769122693101
1280000,296.6595849303608
1300000,296.8124398446299
1320000,296.3100159766511
1340000,296.257445286465
1360000,297.3696154842578
1380000,296.8105621405176
1400000,296.73909857040985
1420000,294.8647128375136
1440000,297.5087996591752
1460000,297.84782692219693
1480000,294.9790736309431
1500000,295.35338802227045
1520000,296.96913027743295
1540000,296.4343634650544
1560000,297.9948582360075
1580000,298.06334028372686
1600000,296.85910108184527
1620000,295.8122075863256
1640000,297.75112312685525
1660000,296.09370292695974
1680000,295.3199862154305
1700000,297.10466698486584
1720000,296.4725169171697
1740000,298.01200862910457
1760000,297.8646560006476
1780000,295.0946180573216
1800000,296.84706515468656
1820000,295.75991840152125
1840000,297.2398073620634
1860000,295.9339934285678
1880000,297.93009102399077
1900000,296.579120310278
1920000,297.00298789588646
1940000,297.5315429215466
1960000,297.28926799116465
1980000,295.4798786926566
2000000,297.50106250146314
2020000,295.2931809103268
2040000,296.7571245926922
2060000,297.5316984003117
2080000,297.63071075919964
2100000,297.2571503100496
2120000,296.7981779695833
2140000,296.16168042774825
2160000,296.0865566761975
2180000,297.32461423195866
2200000,296.47354041405464
2220000,296.1080060085423
2240000,296.93849656185057
2260000,295.88209955247675
2280000,298.53762733772913
2300000,296.5113555092545
2320000,297.88262513071055
2340000,295.9379598551673
2360000,297.74523473062334
2380000,297.05077780078705
2400000,296.9247148427192
2420000,295.9535187344162
2440000,295.8801843054747
2460000,296.02072152311473
2480000,295.83533447697425
2500000,296.50407170856937
2520000,296.3613993410917
2540000,296.5600556311719
2560000,297.01769303699683
2580000,298.58633090902407
2600000,295.465267820611
2620000,296.4483631057608
2640000,296.1930717875734
2660000,297.6909960138589
2680000,298.295534813591
2700000,298.64481684325904
2720000,295.73523504895917
2740000,297.84188055977006
2760000,298.3873505508105
2780000,298.9437878750053
2800000,295.7611229934356
2820000,298.1551466622333
2840000,298.7480730280434
2860000,298.8341688094595
2880000,296.4566062851814
2900000,296.2948781018277
2920000,298.85827228246956
2940000,297.2209108826572
2960000,298.1574030789315
2980000,299.02832909389264
3000000,295.7499005380472
3020000,295.8827679218196
3040000,294.76166369636144
3060000,296.71602985931924
3080000,297.76942692767346
3100000,298.05733222794606
3120000,298.0132512795629
3140000,295.21535393581206
3160000,295.41777914796063
3180000,297.79671808740574
3200000,297.15901769342736
3220000,298.0623985540479
3240000,297.947009184678
3260000,298.2846943805138
3280000,299.5631092672344
3300000,298.42797663282806
3320000,296.1232355782201
3340000,296.22924825248566
3360000,296.6138390555202
3380000,297.7526676264568
3400000,296.7295783644261
3420000,294.8923351187033
3440000,297.7989561146818
3460000,297.31350596893776
3480000,297.13037068413684
3500000,295.80402946284244
3520000,297.4909960572446
3540000,296.3608940035228
3560000,296.6871546570443
3580000,295.98052089024475
3600000,295.5646830711121
3620000,296.65222776679946
3640000,294.53513804959084
3660000,295.42459577691096
3680000,298.5410870115442
3700000,296.0785141402746
3720000,297.73075622137463
3740000,297.7553724917206
3760000,298.2995822217907
3780000,296.0029474350591
3800000,295.97167495984337
3820000,297.2707790065746
3840000,295.6800246695104
3860000,296.4384888620178
3880000,297.4661369385664
3900000,295.68672143938585
3920000,296.89131118817306
3940000,298.0540027816411
3960000,296.44908415171545
3980000,296.1624556785568
4000000,297.3013056389309
4020000,295.8826739362615
4040000,296.68250278841555
4060000,297.2557999225165
4080000,296.37210567876457
4100000,297.2718312350527
4120000,298.6206870852047
4140000,296.4015662415126
4160000,295.19942604230147
4180000,298.14949026813804
4200000,296.57260225495094
4220000,295.7684904101564
4240000,297.7768274137072
4260000,296.29831707472795
4280000,297.7427336484085
4300000,296.4393378615157
4320000,296.7651532803224
4340000,297.7540216391813
4360000,297.9178043974749
4380000,297.2327696770682
4400000,297.0493654661035
4420000,297.2203362771143
4440000,296.59450783720735
4460000,297.72383073797573
4480000,297.2959129278254
4500000,295.53803247954824
4520000,297.9614834701007
4540000,297.35053977374724
4560000,295.8497591463404
4580000,298.2260225875043
4600000,296.64644454257956
4620000,295.2566751072346
4640000,298.4510545660464
4660000,296.37288167833304
4680000,295.4324950754194
4700000,298.4290413967781
4720000,297.19489476013894
4740000,295.1663287128845
4760000,296.8160076204906
4780000,296.64030024321784
4800000,297.076233195762
4820000,298.5148283600365
4840000,297.3129390589385
4860000,297.8033722654105
4880000,297.42188955621094
4900000,296.49554245472433
4920000,296.2175600540653
4940000,296.7910424554278
4960000,297.6166024188887
4980000,295.4465947548541
5000000,294.93113253095396
5020000,295.26395769941826
5040000,297.01169349667464
5060000,298.20560587603507
5080000,297.7106783959242
5100000,297.11315400202386
5120000,296.4727516329128
5140000,297.37921207886
5160000,296.59975665440106
5180000,297.1167183851678
5200000,296.53543590628846
5220000,296.4911671071611
5240000,296.51251290286416
5260000,296.76774110213455
5280000,296.7741506403862
5300000,297.03944141395704
5320000,298.93886639756977
5340000,299.2885912076921
5360000,295.67279045015897
5380000,296.50919893510036
5400000,294.92775056868146
5420000,295.6308349542286
5440000,296.64286165036975
5460000,296.88995906457257
5480000,296.7642983279845
5500000,296.51097164338466
5520000,295.73392699417076
5540000,296.2258712984207
5560000,294.9078810587635
5580000,295.688563880213
5600000,298.13181205063114
5620000,298.37386869598623
5640000,297.30306062837406
5660000,297.2248189449894
5680000,298.33542639414924
5700000,295.88643878660133
5720000,297.7346304564686
5740000,298.4764647474613
5760000,296.92745857716784
5780000,296.7014316209651
5800000,299.068137865862
5820000,300.48624749451466
5840000,297.495757596669
5860000,294.665306567051
5880000,294.9300561446718
5900000,298.9394868506775
5920000,295.48902159746996
5940000,297.06690160830163
5960000,295.11110562293896
5980000,297.0220435592519
6000000,295.23860661369076
6020000,298.9005742327393
6040000,297.05601216691593
6060000,297.5139323030185
6080000,297.9746808012466
6100000,295.30373023460487
6120000,297.6147524549722
6140000,297.5885175409778
6160000,297.33545263009216
6180000,297.36687097251206
6200000,297.03518251771476
6220000,293.6719035624128
6240000,294.5021043580843
6260000,297.737988403166
6280000,296.5840287759859
6300000,298.1917682810972
6320000,295.5352320767661
6340000,296.28607404925765
6360000,298.5376258310688
6380000,295.8776359737682
6400000,296.801390711307
6420000,298.98144807821103
6440000,297.68470647167396
6460000,296.9407475977988
6480000,297.13162665947533
6500000,298.13136744863226
6520000,295.58768895819645
6540000,296.0558035431494
6560000,298.5474710123591
6580000,295.77275425870835
6600000,295.25746882412966
6620000,297.3332386248734
6640000,296.98105810241776
6660000,297.6976278447034
6680000,298.1454469665468
6700000,298.93515554375534
6720000,300.1057178893213
6740000,296.88386690638987
6760000,297.18357277952373
6780000,295.6689809040671
6800000,295.3987448452773
6820000,296.7392548582867
6840000,296.96604125258096
6860000,295.5951102883993
6880000,295.6850343379028
6900000,297.5163848924337
6920000,298.01262513899
6940000,299.563303597856
6960000,295.7530589366619
6980000,297.0070454309254
7000000,298.50415540979213
7020000,296.09159253885105
7040000,297.5973392482776
7060000,299.04516172459313
7080000,296.7625089577678
7100000,296.7349456532614
7120000,297.5518177778156
7140000,297.19419228921595
7160000,296.7993694835915
7180000,297.3716366979908
7200000,298.2027836957071
7220000,297.3843718969277
7240000,297.9970584981606
7260000,297.3987108369739
7280000,298.54196540438534
7300000,294.8760526705001
7320000,298.481123463149
7340000,296.4084954683906
7360000,295.20611705430963
7380000,298.1399628425702
7400000,299.692235396092
7420000,297.4845609040333
7440000,298.383605961553
7460000,297.59366047713274
7480000,295.2321072575047
7500000,296.87124890362344
7520000,297.1707157387672
7540000,296.93754942701315
7560000,298.17830651431365
7580000,295.62272294476566
7600000,296.87355965906005
7620000,296.0087216232088
7640000,297.6844382363303
7660000,299.15514568466125
7680000,297.5314077943948
7700000,298.19353324709056
7720000,297.1685638774194
7740000,298.0170019977952
7760000,297.535152030598
7780000,296.2370281335851
7800000,297.68785657134885
7820000,295.71022360798645
7840000,295.1270051374517
7860000,295.87438287731317
7880000,297.1701769192164
7900000,298.7100697189304
7920000,297.3118894805423
7940000,295.8521767796395
7960000,298.51508613946754
7980000,296.736974347105
8000000,298.1689407135054
8020000,297.0014805704086
8040000,295.6133496057229
8060000,298.6942424740683
8080000,297.33997157679636
8100000,296.70261736503267
8120000,296.3815406381429
8140000,295.13352038386677
8160000,295.94467925862665
8180000,297.7138241942667
8200000,297.9219423669239
8220000,296.69442560049555
8240000,298.1261619923399
8260000,295.80481151220323
8280000,295.8183980796025
8300000,299.75565917939707
8320000,296.22287494424086
8340000,296.61206711661765
8360000,297.0129096604818
8380000,296.75968501494503
8400000,295.484810825941
8420000,297.27877461023
8440000,297.3211486148389
8460000,297.1385229577407
8480000,297.40150616966594
8500000,297.7513425089608
8520000,297.5302168676923
8540000,297.03626956812343
8560000,296.36317034447455
8580000,295.13647608300016
8600000,298.0401924108781
8620000,297.2922952815094
8640000,297.84607376338926
8660000,295.96971134088255
8680000,296.8347825184311
8700000,296.10023716673777
8720000,295.2767268098978
8740000,296.0472271603876
8760000,299.404251329734
8780000,298.5909928565124
8800000,299.7008324463806
8820000,297.515769490259
8840000,295.10145191537686
8860000,296.75092791206606
8880000,296.85781779876777
8900000,296.54976533673795
8920000,298.08468249057734
8940000,296.9368636343709
8960000,295.47408651253727
8980000,296.73188680347505
9000000,298.43411396575647
9020000,296.64478901477986
9040000,296.7226449902416
9060000,296.22855102190414
9080000,297.96237956052147
9100000,295.63895159092306
9120000,297.68558512091414
9140000,297.18655936196177
9160000,297.41083031923966
9180000,296.3029086432789
9200000,297.5485944351334
9220000,296.34688982940963
9240000,297.10153865993567
9260000,297.7423969053605
9280000,295.55061411162825
9300000,295.8986624665016
9320000,297.63315290483655
9340000,296.80906839469986
9360000,295.2588741855644
9380000,297.90602367487753
9400000,298.90131751239056
9420000,295.4124543328357
9440000,297.4470120158117
9460000,296.88639160321213
9480000,297.1374995415179
9500000,297.04135803601616
9520000,296.1021037725706
9540000,298.45589394925764
9560000,295.88667722511684
9580000,298.3377024166882
9600000,297.91868893767855
9620000,296.2493253834951
9640000,297.83103643865127
9660000,296.59711851367763
9680000,297.76473078803565
9700000,297.66394203858886
9720000,296.22420330253766
9740000,298.2373880621915
9760000,297.37399338481634
9780000,296.1889912449692
9800000,296.616841034455
9820000,296.7947515547791
9840000,297.203720241415
9860000,295.75702674843365
9880000,296.00402108401164
9900000,297.2710768411768
9920000,295.85665442680016
9940000,298.22208773400195
9960000,296.9467126510151
9980000,297.2152874740657
10000000,299.17719035733865
10020000,298.73055792692276
10040000,296.9021856264645
10060000,297.7750556676708
10080000,296.19703472815576
10100000,295.24219728500316
10120000,297.18627667003403
10140000,294.69603351425786
10160000,297.0324683070052
10180000,298.0112406100858
10200000,295.78693485279433
10220000,297.75815297914625
10240000,296.56822567593264
10260000,295.03011455840164
10280000,298.07564619845004
