#"Step","Temperature (K)"
860000,296.9721008002094
880000,298.5068345111639
900000,296.1195287946946
920000,296.7147612122115
940000,298.80300580088976
960000,295.6146135181324
980000,298.6077136733733
1000000,296.7471612814235
1020000,295.77416976416123
1040000,295.06793437849245
1060000,297.1920760009643
1080000,297.6311901926891
1100000,298.5749003930364
1120000,296.69864959729557
1140000,298.2879982591677
1160000,296.0376302041164
1180000,298.9719788886011
1200000,296.9121830759895
1220000,296.6939759473409
1240000,297.44146478171643
1260000,294.69454713216413
1280000,297.34971905738536
1300000,297.18627386136984
1320000,296.798713101162
1340000,297.00491108403384
1360000,296.7599465103777
1380000,297.6357837775223
1400000,297.3396353375963
1420000,297.8144330564497
1440000,294.922920822594
1460000,296.1870941590995
1480000,295.94941332296054
1500000,296.77470956964555
1520000,298.38730668710684
1540000,298.52687440860166
1560000,296.1592201421817
1580000,297.28766930210475
1600000,297.6619072289838
1620000,296.86647079074226
1640000,296.32111385832843
1660000,296.2606122033075
1680000,297.02466002195763
1700000,297.64886934043534
1720000,297.05916391186213
1740000,296.98718686792466
1760000,296.2991525781744
1780000,296.71425595570634
1800000,297.04837756707605
1820000,297.65701811793537
1840000,296.3408397604199
1860000,297.603452813435
1880000,298.41448316116845
1900000,297.83646601760347
1920000,296.23733042547957
1940000,297.0172797096306
1960000,298.59702210311826
1980000,295.8857521973846
2000000,295.12478566790213
2020000,296.5354579668827
2040000,297.0434555422933
2060000,296.67818789718666
2080000,297.8979308327957
2100000,297.28589743356264
2120000,296.11682731613405
2140000,296.37422235296856
2160000,296.8229373422765
2180000,296.85330125694463
2200000,296.4374293655105
2220000,299.92023264049556
2240000,296.93412294025245
2260000,296.31269181556297
2280000,295.38204150352726
2300000,298.82844941209447
2320000,297.2779196910527
2340000,297.2814581332374
2360000,298.47461197934786
2380000,298.1546157468418
2400000,297.0671005144391
2420000,297.09195277510355
2440000,297.00518255762023
2460000,295.83919621309974
2480000,296.2179470325781
2500000,297.2046924719681
2520000,295.99534183950897
2540000,296.2538239264233
2560000,296.2522832364477
2580000,296.7138405440838
2600000,296.7536222609324
2620000,297.58559585838503
2640000,296.5969217132143
2660000,297.5912529691916
2680000,298.54227986474075
2700000,296.33523120307404
2720000,295.69676058795386
2740000,295.61937499401955
2760000,294.3419074349392
2780000,297.2284020172237
2800000,298.1011573940098
2820000,296.67319029488124
2840000,296.5445003600993
2860000,298.6253078204366
2880000,298.33887194349404
2900000,296.40398460849207
2920000,299.2631597178356
2940000,297.12789811052926
2960000,295.57750158519747
2980000,295.58338293515743
3000000,297.6651156782439
3020000,297.58433293544005
3040000,296.5221129605626
3060000,296.8511944238529
3080000,297.14472248432236
3100000,295.95072544747353
3120000,296.5373453713724
3140000,297.2015504903165
3160000,296.3396831542661
3180000,296.52099158167704
3200000,295.74969045004565
3220000,297.4823660617846
3240000,294.07067150768023
3260000,296.1812782779328
3280000,296.4804372553914
3300000,297.29951977029884
3320000,297.3385723122573
3340000,297.1287480363701
3360000,296.09154157831375
3380000,297.0100207634289
3400000,295.5722359572856
3420000,297.0521024182983
3440000,298.7054421110552
3460000,296.8172393134653
3480000,294.9477949043913
3500000,296.23657988267473
3520000,297.61167732787
3540000,297.0375198008689
3560000,297.6554969259971
3580000,296.46757610760386
3600000,295.8162608206469
3620000,298.6570917502996
3640000,297.4182112184432
3660000,296.79961566737467
3680000,296.5231752803462
3700000,295.54931915173614
3720000,298.32332229820986
3740000,295.06668323892
3760000,296.78187064880206
3780000,298.55345190116896
3800000,296.1961942324846
